DataSetId,app_name,handle,creator,trackers
6914,Send Anywhere,com.estmob.android.sendanywhere,,"27,35,12,66,67,69,70,65,333,156,170,193,218,312,49,373"
132151,MoviePass,com.moviepass.mobile,,"17,27,58,66,67,69,70,312,49"
105457,Movies Anywhere,com.moviesanywhere.goo,,"17,67,70,172,127,202"
105458,Movistar Play,cl.movistarplay,,"27,48,105,192,49"
105462,Movistar Play,pe.movistar.go,,"27,48,105,192,49"
105468,MTV,com.mtvn.mtvPrimeAndroid,,"17,40,48,58,56,61,52,105,401,224,130,328,312,49,115"
105469,MTV Play,com.vmn.playplex,,"17,40,48,58,56,61,52,105,401,224,130,328,312,49,115"
105471,DStv,com.dstvmobile.android,,"17,27,48,223,62,105,213,49"
105479,MenoLife,com.menolabs.menolife,,"12,27,66,67,69,70,62,125,291,207,49,118"
105488,Photo identité,fr.photo.id.permis,,"66,67,70,333,193,49"
114044,HikeTop,com.aravi.popularly,,"27,35,65,333,121,193,328,49"
105502,Anime Sticker,com.anime_sticker.sticker_anime,,"27,66,65,67,69,70,333,121,193,72,312,49"
21727,Zepp,com.huami.watch.hmwatchmanager,,"66,67,70,361"
105584,MX Player Beta,com.mxtech.videoplayer.beta,,"12,27,48,66,61,65,67,70,105,106,174,346,328,312,49,118,91"
9542,BBVA México,com.bancomer.mbanking,,"27,12,333,219,229,49,220"
105631,Gridwise,com.gridwise.app,,"12,67,70,62,174,207,312,49,118"
105646,Spark Post,com.adobe.spark.post,,"17,40,27,66,67,70,167,130,49"
44514,Talking Translator,com.translate.talkingtranslator,,"25,27,35,65,61,83,92,106,121,104,158,156,271,177,173,222,199,200,257,140,321,320,328,322,72,90,312,49,124,169,373,363"
99501,Ayoba,com.ayoba.ayoba,,"12,27,48,66,67,69,70,333,105,49"
105759,Baba Wild Slots,com.bws,,"66,67,70,333,52,193,49"
105771,Tetris® Official,com.n3twork.mino,,"17,48,52,121,105,164,251,312,146"
105778,POP PLAYER,com.sony.popfun,,"12,23,17,27,401,224,312,49,378"
105783,National Geographic,com.natgeomobile.ngmagazine,,"17,56,18,127,312"
16663,CSR Racing 2,com.naturalmotion.customstreetracer2,,"17,35,66,67,70,58,65,52,121,207,260,328,155,312,49,169"
105800,NBA2KLeague,com.yinzcam.nba2kleague,,"40,27,48,66,67,70,202,401,224,43,312,49,203,212"
105829,Dark Legacy,com.ncsoft.lineage.dark.legacy,,"28,27,61,52,312,146"
38287,LinkedIn,com.linkedin.android,,"207,238,404,243,49"
105889,Marvel Super War,com.netease.g104na.gb,,"12,66,67,70,361,312,49,382"
166734,Onmyoji,com.netease.onmyoji.gb,,"12,66,67,70,361,49,382"
105890,Onmyoji Arena,com.netease.g78na.gb,,"12,66,67,70,361,312,49,382"
105892,Onmyoji Chess,com.netease.g113na.gbad,,"12,66,67,70,361,312,49"
105935,Fortress,fortress.fortressapp,,"27,67,70,333,137,409,312,49"
105941,Tv Remote,com.fineart.universal.tv.remote.control,,"27,48,65,333,105,193,312,49"
134606,BlaBlaCar,com.comuto,,"17,27,48,66,67,70,52,105,342,312,49,382"
105981,Status Saver,androin.status.saver,,"27,65,333,193,312,49"
105982,All in One Status Saver,com.terraflopspeedapps.allinonestatussaver,,"333,193,312,49"
172166,Antivirus,com.coopresapps.free.antivirus,,"333,193,312,49"
105993,UPC Connect,ch.upc.connect.android.release,,"40,27,58,125,137,341,49"
105998,Napster,com.rhapsody,,"17,27,67,70,125,233,312,49"
106042,10 play,au.com.tenplay,,"17,27,56,61,202,244,316,312,49"
106059,Blade Runner Rogue,com.nextgames.bladerunner.rpg,,"28,12,27,48,58,105,49"
106062,Our World,com.nextgames.android.ourworld,,"28,12,27,48,58,121,105,49"
135067,Walking Dead,com.nextgames.android.twd,,"28,12,27,48,58,66,67,70,121,105,49"
106079,Aparcar,com.amersamparking,,"27,48,66,67,70,102,105,49"
106080,Francecamp,com.loungeup.francecamp,,"27,66,67,70,102,171,49"
10305,foodpanda ,com.global.foodpanda.android,,"17,27,67,48,52,105,207,253,306,49"
106086,Manhunt,com.onlinebuddies.manhuntgaychat,,"16,25,27,35,61,281,219,55,312,49,169"
106090,upday,de.axelspringer.yana,,"17,25,27,56,66,61,65,67,70,52,92,108,197,312,49,169"
43095,NFL,com.gotv.nflgamecenter.us.lite,,"40,27,66,67,69,70,48,56,61,333,127,148,202,193,244,229,243,328,312,49,387"
106107,NFL Fantasy,com.nfl.fantasy.core.android,,"40,27,48,56,66,61,67,69,70,333,148,127,202,193,244,229,243,328,312,49,387"
106111,NFL Network,com.neulion.android.tablet.nfl.wnfln,,"40,27,48,56,61,333,127,202,193,244,243,328,312,49,387"
106114,WorldExplorers,com.nianticlabs.catanwe,,"17,27,58,66,67,70,52,49"
106118,Nick,com.nickonline.android.nickapp,,"17,40,48,58,56,61,52,105,401,224,130,328,312,49,115"
106132,Niki,com.techbins.niki,,"12,27,48,105,167,174,49"
106143,Bloons Adventure Time TD,com.ninjakiwi.btdadventuretime,,"27,66,67,69,70,121,341,224,328,72,312,90,146"
106146,DogTown,com.frismos.dogworld,,"12,27,66,65,67,70,121,104,291,207,328,72,312,49,169,363,146"
99385,Snoopy Pop,com.jamcity.snoopypop,,"12,25,27,35,58,53,66,61,65,67,70,52,92,83,121,106,104,147,127,189,198,199,164,196,200,140,320,249,328,322,72,312,49,90,34,169,107,363,146"
33586,Hogwarts Mystery,com.tinyco.potter,,"25,27,35,12,66,67,70,58,53,65,52,83,92,106,121,104,127,189,199,183,164,200,140,249,320,328,322,72,90,312,49,34,169,363,146"
99370,Frozen Free Fall,com.disney.frozensaga_goo,,"12,25,27,35,58,53,66,65,67,70,52,92,95,83,121,106,104,147,127,189,199,164,196,200,140,320,249,328,301,322,72,312,49,90,34,169,107,363,146"
106167,Looney Tunes,com.aqupepgames.projectpepe,,"12,25,35,48,58,53,61,65,52,92,83,121,105,106,104,147,127,189,199,164,196,207,200,232,140,320,249,328,301,322,72,312,49,90,34,169,107,363,146"
99381,Cookie Jam,air.com.sgn.cookiejamblast.gp,,"12,25,27,35,58,53,66,65,67,70,52,92,83,121,106,104,127,189,183,199,164,200,140,320,249,328,322,72,312,49,90,34,169,363,146"
106174,FantaMaster,com.puzio.fantamaster,,"27,48,66,65,67,70,333,7,92,89,105,230,328,312,49,299,34"
64660,AliExpress,com.alibaba.aliexpresshd,,"66,67,70,333,219,361,49,382"
955,TIDAL,com.aspiro.tidal,,"17,27,66,67,70,48,52,105,312,49"
175318,Deezer,deezer.android.app,,"17,27,48,66,65,67,333,52,7,105,312,49,325"
18927,FREE NOW (mytaxi),taxi.android.client,,"17,27,12,67,70,135,49,118"
106222,Sud Radio,com.starfm.app.sudradio,,"333,193,49"
106255,noon,com.noon.buyerapp,,"17,27,48,52,105,49"
106257,Noor Play,ps.goldendeveloper.alnoor,,"27,66,67,70,167,174,312,49"
89164,Greenly,com.greenly,,"66,67,70,291,174,49"
100868,Kickstarter,com.kickstarter.kickstarter,,"17,27,66,67,69,70,62,172,306,49"
106285,R Programming,rprogramming.r.programming.coding.learn.analytics.data.analyst.bi.rpa.dataanalytics,,"27,67,70,125,174,49,126"
160522,Ingress,com.nianticproject.ingress,,"17,27,58,66,67,70,49"
106346,NOS TV,pt.nos.iris.online,,"27,48,66,67,70,105,401,49"
106364,Disney+,in.startv.hotstar.dplus,,"12,27,48,61,67,70,62,174,312,49,118"
106366,Hotstar,in.startv.hotstaronly,,"12,27,48,61,67,70,62,174,312,49,118"
156879, NoxCleaner,com.noxgroup.app.cleaner,,"25,27,35,53,66,61,65,67,69,70,52,92,83,121,106,104,163,170,183,199,320,328,72,312,49,90,169,363,380,146"
8373, NoxSecurity,com.noxgroup.app.security,,"25,27,35,66,67,69,70,53,65,61,52,83,92,106,121,104,170,199,320,328,72,90,312,49,169,363,380,146"
179734,Krone,at.krone,,"333,197,193,49"
106421,ServusTV,com.mautilus.servus,,"12,17,48,66,67,69,70,62,105,202,207,224,312,49"
9269,Studo,com.moshbit.studo,,"27,333,52,193,312,49"
545,Lieferando,at.lieferservice.android,,"27,28,66,67,70,48,52,105,172,312,49"
106433,Loco,com.showtimeapp,,"12,27,48,66,67,69,70,333,7,121,125,105,174,49,146"
124041,Freeletics,com.freeletics.lite,,"12,17,27,67,70,49"
106442,Merriam-Webster Dictionary,com.merriamwebster,,"25,27,333,92,265,312,49"
106450,Digital Secure,com.asurion.android.verizon.vms,,"28,12,48,105,268"
1475,Quizlet,com.quizlet.quizletandroid,,"17,27,67,70,48,92,105,135,167,312,49"
106474,AirDroid,com.sand.airdroid,,"27,48,66,67,70,105,328,361,312,49,169,363"
74113,WW,com.weightwatchers.mobile,,"17,27,48,52,105,172,312,49"
176480,Lifesum,com.sillens.shapeupclub,,"17,27,58,67,70,52,167,49"
106489,S-BUDGET MOBILE,at.tmobile.android.mysbu,,"32,48,52,323,155,49"
23342,Mein A1,at.mobilkom.android.meina1,,"27,3,48,333,105,193,312,49,194"
106497,A1 Internet Optimizer,at.a1.android.iapp,,"27,333,49,194"
112023,MediaMarkt,at.com.media.markt,,"27,48,333,105,123,49"
184023,Sat.1,de.prosiebensat1digital.sat1,,"48,333,105,197,202,206,238,244,328,312,49,118"
106579,Die Presse,com.diepresse,,"27,48,333,7,105,173,197,412,328,312,49"
106587,ReDi,com.medel.ai.redi,,"333,193,238,243,49"
106588,Dominos,uk.co.dominos.android,,"17,27,52,94,105,206,312,49"
106589,JOANN,com.fifthfinger.clients.joann,,"27,48,94,105,280,167,288,312,49"
106593,KFC,com.kfcaus.ordering,,"17,18,67,70,94,123,127,415,238,243,312,49,389"
106597,Giant Eagle,com.gianteagle.apps.grocery,,"17,27,18,62,94,125,167,312,49"
27066,chayns®,com.Tobit.android.Slitte60021089891,,"35,66,67,70,48,59,333,105,219,49"
106599,NASCAR,com.nascar.nascarmobile,,"17,40,27,48,56,66,67,69,70,173,148,201,312,49,118"
106601,Answer,com.prodege.answer,,"27,52,123,144,201,49"
85349,Anima,anima.virtual.ai.robot.friend,,"12,333,125,193,207,49"
106637,LibriVox,com.free.librivox,,"333,193,312,49"
162255,Bolt,ee.mtakso.client,,"12,27,38,66,67,68,70,62,174,49,118,392"
106655,Lock Screen,com.pixelkraft.ultrahdwallpapers4k,,"27,333,193,49"
106680,TELUS Health,com.babylon.telushealth,,"12,17,48,172,130,49"
146534,Bank Austria,com.bankaustria.android.olb,,"333,49"
106686,Bank Austria Mobile Geldbörse,at.psa.app.bankaustria,,"333,49"
72515,Comera,com.is.core.app,,"333,299,49"
50719,Disney+,com.disney.disneyplus,,"17,202,49"
106706,Wood Block Puzzle Master,com.dodamgames.aos.woodblockpuzzle,,"333,193,312,49"
192877,weward,com.weward,,"27,53,66,61,65,67,70,333,121,106,104,193,199,328,72,312,49,90,169,366,363,379,146"
154036,Dino Factory,com.ohbibi.motorworlddinofactory,,"26,53,66,61,65,67,69,70,333,52,121,125,106,104,189,193,199,328,322,72,312,49,90,169,146"
106721,FRAG,com.ohbibi.fps,,"27,66,65,67,70,333,52,121,125,193,328,72,312,49,169,146"
154039,Motor World: Bike Factory,com.ohbibi.motorworldbikefactory,,"26,53,66,61,65,67,69,70,333,52,121,125,106,104,189,193,199,328,322,72,312,49,90,169,146"
106731,Técnico Virtual,br.com.oi.tecnicovirtual,,"12,48,333,105,193,49"
106733,Okko,ru.more.play,,"12,48,66,67,69,70,333,312,49"
106737,DeepL,com.exadelstudio.deeptranslator,,"333,193,312,49"
106738,Olymp Trade,com.ticno.olymptrade,,"12,25,27,48,67,70,333,105,49"
106742,Omlet Arcade,mobisocial.arcade,,"27,48,53,66,65,67,70,333,121,105,312,49"
106748,OMRON connect,jp.co.omron.healthcare.omron_connect,,"17,49"
106752,One,com.onefinance.one,,"17,27,62,167,349,49"
106805,Apollo TV,com.omgtv.ott,,"333,193,49"
88658,T-Connect,com.tissotwatches.smartwatch.solar,,"333,125,49"
106810,Loudplay,io.loudplay.android.app,,"27,333,49"
106816,Tap Booster,com.xindong.rocket.gp.new,,"27,333,49,381"
142719,Guardian,com.guardian,,"17,27,48,56,66,67,70,105,230,244,328,312,49"
106850,DHL Sendungsverfolgung,com.gmail.manuelnessdevmn.dhlsendungsverfolgung,,"333,125,193,312,49,392"
21219,willhaben,at.willhaben,,"30,17,27,15,12,31,66,67,70,48,342,197,328,312,49"
60475,Theme Park Simulator,com.bestridesimulators.theme.park.simulator.game,,"66,67,70,333,193,49"
106854,Truth or Dare Pro,com.tryoniarts.truthordare.noads,,"333,193,49"
76760,Opera Mini,com.opera.mini.native,,"12,28,27,66,65,198,140,328,312,49,124"
106901,Guardian,com.onstar.guardian,,"12,27,414,49"
45363,Speedtest,org.zwanoo.android.speedtest,,"27,35,48,56,333,92,105,171,183,328,312,49"
83078,TextNow,com.enflick.android.TextNow,,"28,27,35,48,66,65,67,70,52,92,83,125,105,104,320,328,301,72,312,49,299,34,146"
136434,FishFriender,com.halieuticom.fishfriender,,"67,70,333,62,167,171,193,49,118"
106928,AutoPets Connect,com.whisker.android,,"27,333,193,49"
106955,Pocket Mortys,com.turner.pocketmorties,,"12,17,40,56,121,125,199,328,49,90,146"
152136,Narendra Modi App,com.narendramodiapp,,"27,48,67,70,105,174,312,49"
115095,Petal Maps,com.huawei.maps.app,,333
45969,Smart Switch,com.sec.android.easyMover,,405
28394,Windy,com.windyty.android,,"48,333,49"
106981,Link Sharing,com.link.sharing.file.transfer,,"333,193,140,312,49"
167449,Kleine Zeitung,com.tailoredapps,,"31,27,66,67,69,70,333,7,197,328,49"
107009,Free Video Editor,com.jwr.videolever,,"27,333,49"
107014,Vlog Elf,com.fresh.light,,"333,119,248"
107033,Mobile JKN,app.bpjs.mobile,,"27,333,193,49"
76090,Suunto,com.stt.android.suunto,,"27,17,67,69,70,58,171,49"
107066,Opera beta,com.opera.browser.beta,,"28,12,66,65,67,198,140,312,124"
189656,Delta,io.getdelta.android,,"12,17,27,49"
107078,Orange Cloud,com.orange.cloud.android,,"12,27,66,67,69,70,52,192,49"
199735,MySosh,com.orange.mysosh,,"27,48,333,105,342,49"
107083,QRScanKit,me.rogercolquecalcina.scankitcollection,,333
107084,Jazztel,com.orange.bluu.jazztel,,"3,333,49"
107086,Orange TV,com.orange.es.orangetv,,"27,401,49"
100638,My Talking Angela,com.outfit7.mytalkingangelafree,,"12,25,35,53,61,65,52,92,83,121,106,104,147,127,189,198,183,199,164,196,235,207,200,140,320,249,328,322,72,312,49,90,34,169,107,378,368,370,363,146"
10740,My Talking Hank,com.outfit7.mytalkinghank,,"25,35,12,53,65,61,52,83,92,106,121,104,147,127,189,199,198,183,164,207,196,235,200,140,249,320,328,322,72,90,312,49,34,169,107,370,363,378,368,146"
120717,My Talking Tom,com.outfit7.mytalkingtomfree,,"8,12,25,35,53,61,65,52,92,83,121,106,104,127,189,198,183,199,164,235,207,200,140,224,320,249,328,322,72,312,49,90,34,169,378,368,370,363,146"
91399,Talking Angela,com.outfit7.talkingangelafree,,"12,25,35,53,61,65,52,92,83,121,106,104,147,127,189,198,199,164,196,200,140,320,249,328,322,72,312,49,90,34,169,107,378,363,146"
107096,Talking Ben the Dog,com.outfit7.talkingben,,"12,25,35,53,61,65,52,92,83,121,106,104,147,127,189,198,199,164,196,200,140,320,249,328,322,72,312,49,90,34,169,107,378,363,146"
76076,Talking Ginger,com.outfit7.talkinggingerfree,,"25,12,35,53,65,61,52,92,83,106,121,104,147,127,189,199,198,164,196,200,140,249,320,328,322,72,312,49,90,34,169,107,363,378,146"
10763,Talking Ginger 2,com.outfit7.gingersbirthdayfree,,"25,35,12,53,65,61,52,83,92,106,121,104,147,127,189,199,198,164,196,200,140,249,320,328,322,72,90,312,49,34,169,107,363,378,146"
167478,Talking Tom Cat 2,com.outfit7.talkingtom2free,,"12,25,35,53,61,65,52,92,83,121,106,104,147,127,189,198,199,164,196,200,140,320,249,328,322,72,312,49,90,34,169,107,378,363,146"
107099,My Talking Tom 2,com.outfit7.mytalkingtom2,,"12,25,35,53,61,65,52,92,83,121,106,104,147,127,189,198,183,199,164,196,235,207,200,140,320,249,328,322,72,312,49,90,34,169,107,378,368,370,363,146"
10083,Talking Tom Hero Dash,com.outfit7.herodash,,"25,35,12,53,65,61,52,83,92,106,121,104,147,127,189,199,198,183,164,207,196,235,200,140,249,320,328,322,72,90,312,49,34,169,107,370,363,378,368,146"
184054,Brawl Stats,com.overwolf.brawlstats,,"27,61,65,333,193,328,312,49,169,146"
107137,Vivinter,fr.vivinter.assure.app,,"27,333,266,49"
107151,Watch OWN,com.oprah.owntve,,"17,27,48,56,61,105,127,202,312,49"
107153,MOOV,com.vektor.moov,,"27,66,67,69,70,333,52,49"
107183,onX Hunt,onxmaps.hunt,,"17,27,66,18,67,70,167,127,171,349,49"
107275,AllTrailsDev,com.alltrails.alltrailsmobiledev,,"12,17,27,66,65,67,69,70,167,172,312,49,115"
107292,GIZER,io.gizer.googleplay,,"53,66,61,67,69,70,333,167,193,199,258,328,72,312,49,90,169,146"
107304,Cookies Inc.,com.pixelcubestudios.android.cookiecollector2,,"25,333,121,193,312,49"
179241,"Egg, Inc.",com.auxbrain.egginc,,"61,65,333,52,121,104,193,200,328,72,312,49,169,146"
107309,PIA,com.piac.thepiaapp.android,,"27,333,49"
107312,2019 PLC,mobile.appMcEkFp0hYm,,"102,130,49,118"
107316,Hotspot Shield Free,hssb.android.free.app,,"28,27,48,52,105,127,207,312,49,118"
107319,Pantaya,com.lionsgate.pantaya,,"28,12,32,27,38,67,69,70,105,49"
107320,Papa John's,com.papajohns.android,,"28,27,48,67,70,105,312,49,194"
107337,Paramount Network,com.vmn.android.spike,,"17,40,48,58,56,61,52,105,401,224,130,328,312,49,115"
107338,Paramount+,com.viacom.paramountplus,,"17,40,48,58,56,52,105,123,401,130,312,49,115"
107353,Pathao,com.pathao.user,,"12,27,48,66,67,69,70,105,167,174,49"
107365,WesternUnion,com.westernunion.android.mtapp,,"17,27,58,18,167,127,238,243,49"
107370,Therabody,com.g4app,,"17,207,49"
134607,BlaBlaCar,com.comuto,,"17,27,48,66,67,70,52,105,342,312,49,382"
107501,Private Messenger,com.wZoomMessenger_10201137,,"35,61,65,333,219,184,193,195,140,218,312,49,369,380"
107503,Partner,app.partnerapp.com,,"333,193,49"
58639,Tappytoon,com.contentsfirst.tappytoon,,"17,12,66,67,70,65,61,106,199,328,90,312,49,146"
128832,hello,com.hello.application,,"27,66,174,206,49"
36688,Truecaller,com.truecaller,,"27,35,12,66,67,70,65,61,333,92,106,170,174,184,328,312,49"
193527,Samsung Health,com.sec.android.app.shealth,,"48,105,361,49"
80585,Fuel Flash,de.mwwebwork.benzinpreisblitz,,"27,35,65,333,342,328,72,312,49"
107576,WhoProfile,com.iwhoprofile.apps,,"333,193,49"
38288,LinkedIn,com.linkedin.android,,"207,238,404,243,49"
107587,Ready,air.co.uk.neonagency.ready,,"48,333,105,193,49"
159987,Dictionary,com.erudite.ecdict,,"25,27,48,66,65,67,333,121,105,328,72,312,49"
12821,µTorrent,com.utorrent.client,,"25,27,35,121,199,320,328,72,312,49,169,363,146"
177363,BitTorrent,com.bittorrent.client,,"25,27,35,121,199,320,328,72,312,49,169,363,146"
18926,FREE NOW (mytaxi),taxi.android.client,,"17,27,12,67,70,135,49,118"
107642,VatiVision,com.vativision.vativisionapp,,"27,67,69,70,333,105,238,243,49"
107678,vetevo,de.vetevo.bea,,"17,27,67,52,291,49"
107810,Wordscapes,com.peoplefun.wordcross,,"27,35,58,66,61,65,67,70,52,92,83,121,106,104,189,199,200,320,328,72,187,312,49,90,169,363,379,146"
107858,Brain Test 3,com.unicostudio.braintest3,,"25,53,66,61,65,67,70,52,92,83,121,106,104,189,199,320,328,72,312,49,90,34,169,146"
107870,Fishdom,com.playrix.fishdomdd.gplay,,"12,58,66,65,67,70,121,192,238,243,312,49"
92676,Hair Challenge,com.Upperpik.HairChallenge,,"25,35,53,66,61,65,67,70,333,52,121,106,104,193,199,320,328,72,312,49,90,169,363,146"
155836,Gardenscapes,com.playrix.gardenscapes,,"12,58,66,65,67,70,121,192,238,243,312,49"
194893,Orange et moi,com.orange.orangeetmoi,,"27,48,333,105,342,49"
112190,Orange Phone,com.orange.phone,,"27,48,333,105,266,49"
107935,Video Downloader for Twitter,com.videodownloader.twittervideoindir,,"333,193,312,49"
107960,Orange Security Suite,com.orange.kms,,"12,27,333,175,49"
73897,Manor Matters,com.playrix.manormatters,,"12,66,67,70,58,65,121,192,238,243,312,49"
107978,Cyberfiltre Avancé,com.orange.android.eps,,"333,193,49"
197388,Heroes,com.ea.game.starwarscapital_row,,"28,27,58,66,67,70,251,238,243,49"
108004,Aleteia,org.aleteia.presse,,"48,66,67,69,70,333,105,193,240,312,49"
68921,Coin Master,com.moonactive.coinmaster,,"27,12,66,67,70,333,193,49,118"
23668,Strike Force,com.foxnextgames.m3,,"17,66,67,70,58,52,207,312,49"
5029,BlockuDoku,com.easybrain.block.puzzle.games,,"25,27,35,66,67,70,65,61,52,83,92,106,121,104,175,170,163,189,198,183,140,320,328,72,90,312,49,124,34,370,363,368,146"
75622,Standoff 2,com.axlebolt.standoff2,,"12,66,67,70,333,121,328,49,146"
108063,Choices,com.pixelberrystudios.choices,,"28,27,58,66,65,67,70,52,249,328,312,49,146"
182616,MortalKombat,com.wb.goog.mkx,,"27,65,121,192,199,312,49,169,146"
86857,Venmo,com.venmo,,"17,27,66,18,67,69,70,125,167,172,127,340,413,312,49,118"
108068,Viu,com.viu.phone,,"12,25,27,48,66,61,65,67,70,95,105,106,174,312,49,90"
108110,Picsart,com.picsart.studio.light,,"12,17,27,35,66,67,69,70,167,207,328,49,382,392"
108175,Smith's,com.smithsfoodanddrug.mobile,,"40,27,106,137,280,219,312,49,84,220"
108178,fotocasa,com.anuntis.fotocasa,,"17,30,27,62,172,342,49"
108185,Moodagent,com.moodagent.app.android,,"28,27,66,67,70,125,167,206,412,49"
114292,Weather&Radar,de.wetteronline.wetterapp,,"12,27,333,92,170,312,49"
108210,MACH,cl.bci.sismo.mach,,"12,17,27,62,135,167,219,238,243,130,49"
108214,PM jetzt,jetzt.pandemie.app,,"333,193,49"
68650,WeCom,com.tencent.wework,,"333,112,190,76"
108216,EPIC ON,com.epicchannel.epicon,,"8,27,48,66,61,65,67,69,70,333,105,106,167,174,193,268,328,312,49"
42040,Ryanair,com.ryanair.cheapflights,,"27,66,67,70,48,105,106,192,49"
151211,ZARA,com.inditex.zara,,"27,333,116,172,219,49"
24306,Yelp,com.yelp.android,,"17,66,67,69,70,56,52,167,207,178,312,49"
108235,Rettung,eu.medicalit.notruf,,"27,333,49"
108236,Meine Blutspende,roteskreuz.st.meineblutspende,,"333,193,49"
10682,Badoo,com.badoo.mobile,,"35,12,66,67,70,65,61,121,320,312,49,169"
41565,Bubble,net.androgames.level,,"27,35,57,61,318,218,312,49"
5905,Compass,fr.avianey.compass,,"27,57,318,312,49"
73178,Carb Manager,com.wombatapps.carbmanager,,"27,28,127,49"
24216,EasyFit kcal Counter,com.marioherzberg.swipeviews_tutorial1,,"35,61,92,121,320,328,295,90,312,49"
187302,Flipp,com.wishabi.flipp,,"17,27,48,66,67,69,70,105,167,181,206,312,49"
108364,Burger King GB,com.emn8.mobilem8.nativeapp.bkuk,,"17,27,18,167,312,49"
94618,Deliveroo,com.deliveroo.orderapp,,"12,17,27,66,67,70,167,49"
75404,Pizza Hut,com.yum.pizzahut,,"17,12,48,105,229,130,49"
9593,reBuy,de.rebuy.android,,"27,67,48,62,125,291,219,207,49,118,220"
108381,Adorcam,com.xm.adorcam,,"27,333,49"
108400,YuppTV,com.yupptv.androidtv,,"16,27,174,202,178,312,49"
5790,Kaspersky Internet Security,com.kms.free,,"27,12,333,175,49"
108412,Arlo,com.arlo.app,,"27,192,312,49"
108413,BluTV,com.dsmart.blu.android,,"27,48,66,67,69,70,333,52,105,49"
108435,PIPES,com.infinitygames.pipes,,"25,27,53,66,61,65,67,70,83,121,106,104,189,198,199,205,140,320,249,328,72,312,49,124,90,169,363,146"
152949,Wallapop,com.wallapop,,"17,27,66,18,65,67,70,52,92,170,342,312,49"
84483,EZVIZ,com.ezviz,,"25,27,48,66,67,70,333,105,195,328,312,49,363"
120203,France Bleu,com.radiofrance.radio.francebleu.android,,"31,23,25,27,35,66,65,67,70,333,52,7,92,89,170,342,328,72,312,49,90"
108449,City Takeover,com.KaueRosa.CityTakeover,,"27,35,53,61,65,52,121,106,104,199,205,200,320,328,301,72,312,49,90,34,169,363,146"
26596,Polarsteps,com.polarsteps,,"27,67,333,52,171,193,49,118"
108488,Addams Family Mystery Mansion,com.pixowl.addams,,"28,27,48,58,66,65,67,70,52,121,105,150,328,72,312,49,90,146"
108489,Goosebumps,com.pixowl.goosebumps,,"28,27,58,53,66,67,70,52,121,150,189,328,72,49,90,146"
108490,The Sandbox Evolution,com.pixowl.tsb2,,"216,28,12,25,27,35,58,53,66,61,65,67,69,70,52,159,92,121,106,184,198,183,199,195,196,317,72,218,312,90,165,34,169,107,146,73"
108534,Assioma,com.favero.assioma,,"27,333,193,49"
190952,MagentaTV,de.telekom.entertaintv.smartphone,,"27,48,52,105,401,268,49"
108592,Prime Guide,de.greenrobot.tvguide,,"27,35,66,65,67,70,333,7,328,312,49"
108612,BikeBoom,bikeboom.app,,"27,66,67,69,70,333,125,167,193,49"
35997,Tempo App,com.tempo.video.edit,,"27,12,66,67,48,65,333,198,312,49"
108647,YoHoo,com.meet.pure,,"66,67,70,127,361,49"
108662,Kinkoo,com.jdating.kinkoo.new,,"27,333,361,49"
108675,Sonic 4 episode 2,com.sega.sonic4episode2,,"12,35,61,65,121,238,412,243,320,328,72,312,49,169,146"
108687,Super Hero Flying School,com.superhero.flying.school,,"12,27,35,48,53,66,61,65,67,70,333,83,121,105,106,104,198,199,328,72,312,49,90,169,363,146"
108703,Highrise,com.pz.life.android,,"27,58,66,65,67,70,333,52,121,125,104,193,199,413,328,72,312,49,299,169,379,146"
108715,Cashier 3D,com.nanotribe.games.cashier3d,,"25,35,53,66,61,65,67,70,333,52,121,106,104,193,199,238,243,320,328,72,312,49,90,169,363,146"
108717,Trivia Puzzle Fortune,com.fortune.phrases.android,,"25,58,66,61,65,67,70,52,92,83,121,125,106,104,200,320,328,72,312,49,90,169,146"
108718,Solitaire Classic,com.superlucky.solitaire.classic.android,,"27,35,58,66,61,65,67,70,52,92,83,121,125,106,104,320,328,72,312,49,90,169,146"
108719,Restaurant Rivals,com.restaurant.rivals.android,,"58,66,61,65,67,70,52,92,83,121,125,106,104,200,320,328,72,312,49,90,169,146"
108728,Coin King,air.com.qublix.frboom,,"48,66,65,67,70,333,121,105,276,127,193,199,328,312,49,90"
108734,Life of Millionaires,com.cookapps.ff.modernslot,,"27,53,66,61,65,67,70,333,83,121,106,104,193,251,72,312,49,90,169,363,146"
108735,Million Dollar Homes,com.cookapps.ff.mdh,,"27,53,66,61,65,67,70,333,83,121,106,104,193,251,72,312,49,90,169,363,146"
108737,Hotel Renovation,com.cookapps.ff.hotelrenovation,,"27,53,66,61,65,67,70,333,121,106,104,193,251,72,312,49,90,169,363,146"
108738,Luxury Interiors,com.cookapps.ff.luxuryinteriors,,"27,53,66,61,65,67,70,333,121,106,104,193,251,72,312,49,90,169,146"
108741,My First Makeover,com.cookapps.ff.myfirstmakeover,,"27,53,66,61,65,67,70,333,121,106,104,193,199,251,72,312,49,90,169,363,146"
108748,MahjongSheriff,com.g5e.sheriffofmahjong.android,,"39,12,25,35,53,66,65,67,70,92,83,121,106,104,127,189,198,183,199,164,200,140,320,249,322,72,312,49,90,34,169,363,146"
108749,Sherlock,com.g5e.sherlock.android,,"39,12,25,35,53,66,65,67,70,92,83,121,106,104,127,189,198,183,199,164,200,140,320,249,328,322,72,312,49,90,34,169,363,146"
